execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,p_object_pool,p_model_pool_target_init,p_model_pool_non_target_init,seed_clone,seed_mutations,test_dir
9,lang,LANG-27b,27b,becnhmark/applications/LANG-bins/LANG-27b,lang3,becnhmark/crashes/LANG/LANG-27b/LANG-27b.log,yes,27f,3,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-27b
10,lang,LANG-27b,27b,becnhmark/applications/LANG-bins/LANG-27b,lang3,becnhmark/crashes/LANG/LANG-27b/LANG-27b.log,yes,27f,3,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-27b
1,lang,LANG-44b,44b,becnhmark/applications/LANG-bins/LANG-44b,lang3,becnhmark/crashes/LANG/LANG-44b/LANG-44b.log,yes,44f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-44b
2,lang,LANG-44b,44b,becnhmark/applications/LANG-bins/LANG-44b,lang3,becnhmark/crashes/LANG/LANG-44b/LANG-44b.log,yes,44f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-44b
3,lang,LANG-44b,44b,becnhmark/applications/LANG-bins/LANG-44b,lang3,becnhmark/crashes/LANG/LANG-44b/LANG-44b.log,yes,44f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-44b
4,lang,LANG-44b,44b,becnhmark/applications/LANG-bins/LANG-44b,lang3,becnhmark/crashes/LANG/LANG-44b/LANG-44b.log,yes,44f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-44b
5,lang,LANG-44b,44b,becnhmark/applications/LANG-bins/LANG-44b,lang3,becnhmark/crashes/LANG/LANG-44b/LANG-44b.log,yes,44f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-44b
6,lang,LANG-44b,44b,becnhmark/applications/LANG-bins/LANG-44b,lang3,becnhmark/crashes/LANG/LANG-44b/LANG-44b.log,yes,44f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-44b
7,lang,LANG-44b,44b,becnhmark/applications/LANG-bins/LANG-44b,lang3,becnhmark/crashes/LANG/LANG-44b/LANG-44b.log,yes,44f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-44b
8,lang,LANG-44b,44b,becnhmark/applications/LANG-bins/LANG-44b,lang3,becnhmark/crashes/LANG/LANG-44b/LANG-44b.log,yes,44f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-44b
9,lang,LANG-44b,44b,becnhmark/applications/LANG-bins/LANG-44b,lang3,becnhmark/crashes/LANG/LANG-44b/LANG-44b.log,yes,44f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-44b
10,lang,LANG-44b,44b,becnhmark/applications/LANG-bins/LANG-44b,lang3,becnhmark/crashes/LANG/LANG-44b/LANG-44b.log,yes,44f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-44b
1,lang,LANG-45b,45b,becnhmark/applications/LANG-bins/LANG-45b,lang3,becnhmark/crashes/LANG/LANG-45b/LANG-45b.log,yes,45f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-45b
2,lang,LANG-45b,45b,becnhmark/applications/LANG-bins/LANG-45b,lang3,becnhmark/crashes/LANG/LANG-45b/LANG-45b.log,yes,45f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-45b
3,lang,LANG-45b,45b,becnhmark/applications/LANG-bins/LANG-45b,lang3,becnhmark/crashes/LANG/LANG-45b/LANG-45b.log,yes,45f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-45b
4,lang,LANG-45b,45b,becnhmark/applications/LANG-bins/LANG-45b,lang3,becnhmark/crashes/LANG/LANG-45b/LANG-45b.log,yes,45f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-45b
5,lang,LANG-45b,45b,becnhmark/applications/LANG-bins/LANG-45b,lang3,becnhmark/crashes/LANG/LANG-45b/LANG-45b.log,yes,45f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-45b
6,lang,LANG-45b,45b,becnhmark/applications/LANG-bins/LANG-45b,lang3,becnhmark/crashes/LANG/LANG-45b/LANG-45b.log,yes,45f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-45b
7,lang,LANG-45b,45b,becnhmark/applications/LANG-bins/LANG-45b,lang3,becnhmark/crashes/LANG/LANG-45b/LANG-45b.log,yes,45f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-45b
8,lang,LANG-45b,45b,becnhmark/applications/LANG-bins/LANG-45b,lang3,becnhmark/crashes/LANG/LANG-45b/LANG-45b.log,yes,45f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-45b
9,lang,LANG-45b,45b,becnhmark/applications/LANG-bins/LANG-45b,lang3,becnhmark/crashes/LANG/LANG-45b/LANG-45b.log,yes,45f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-45b
10,lang,LANG-45b,45b,becnhmark/applications/LANG-bins/LANG-45b,lang3,becnhmark/crashes/LANG/LANG-45b/LANG-45b.log,yes,45f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-45b
1,lang,LANG-51b,51b,becnhmark/applications/LANG-bins/LANG-51b,lang3,becnhmark/crashes/LANG/LANG-51b/LANG-51b.log,yes,51f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-51b
2,lang,LANG-51b,51b,becnhmark/applications/LANG-bins/LANG-51b,lang3,becnhmark/crashes/LANG/LANG-51b/LANG-51b.log,yes,51f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-51b
3,lang,LANG-51b,51b,becnhmark/applications/LANG-bins/LANG-51b,lang3,becnhmark/crashes/LANG/LANG-51b/LANG-51b.log,yes,51f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-51b
4,lang,LANG-51b,51b,becnhmark/applications/LANG-bins/LANG-51b,lang3,becnhmark/crashes/LANG/LANG-51b/LANG-51b.log,yes,51f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-51b
5,lang,LANG-51b,51b,becnhmark/applications/LANG-bins/LANG-51b,lang3,becnhmark/crashes/LANG/LANG-51b/LANG-51b.log,yes,51f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-51b
6,lang,LANG-51b,51b,becnhmark/applications/LANG-bins/LANG-51b,lang3,becnhmark/crashes/LANG/LANG-51b/LANG-51b.log,yes,51f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-51b
7,lang,LANG-51b,51b,becnhmark/applications/LANG-bins/LANG-51b,lang3,becnhmark/crashes/LANG/LANG-51b/LANG-51b.log,yes,51f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-51b
8,lang,LANG-51b,51b,becnhmark/applications/LANG-bins/LANG-51b,lang3,becnhmark/crashes/LANG/LANG-51b/LANG-51b.log,yes,51f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-51b
9,lang,LANG-51b,51b,becnhmark/applications/LANG-bins/LANG-51b,lang3,becnhmark/crashes/LANG/LANG-51b/LANG-51b.log,yes,51f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-51b
10,lang,LANG-51b,51b,becnhmark/applications/LANG-bins/LANG-51b,lang3,becnhmark/crashes/LANG/LANG-51b/LANG-51b.log,yes,51f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-51b
1,lang,LANG-6b,6b,becnhmark/applications/LANG-bins/LANG-6b,lang3,becnhmark/crashes/LANG/LANG-6b/LANG-6b.log,yes,6f,5,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-6b
2,lang,LANG-6b,6b,becnhmark/applications/LANG-bins/LANG-6b,lang3,becnhmark/crashes/LANG/LANG-6b/LANG-6b.log,yes,6f,5,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-6b
3,lang,LANG-6b,6b,becnhmark/applications/LANG-bins/LANG-6b,lang3,becnhmark/crashes/LANG/LANG-6b/LANG-6b.log,yes,6f,5,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-6b
4,lang,LANG-6b,6b,becnhmark/applications/LANG-bins/LANG-6b,lang3,becnhmark/crashes/LANG/LANG-6b/LANG-6b.log,yes,6f,5,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-6b
5,lang,LANG-6b,6b,becnhmark/applications/LANG-bins/LANG-6b,lang3,becnhmark/crashes/LANG/LANG-6b/LANG-6b.log,yes,6f,5,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-6b
6,lang,LANG-6b,6b,becnhmark/applications/LANG-bins/LANG-6b,lang3,becnhmark/crashes/LANG/LANG-6b/LANG-6b.log,yes,6f,5,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-6b
7,lang,LANG-6b,6b,becnhmark/applications/LANG-bins/LANG-6b,lang3,becnhmark/crashes/LANG/LANG-6b/LANG-6b.log,yes,6f,5,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-6b
8,lang,LANG-6b,6b,becnhmark/applications/LANG-bins/LANG-6b,lang3,becnhmark/crashes/LANG/LANG-6b/LANG-6b.log,yes,6f,5,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-6b
9,lang,LANG-6b,6b,becnhmark/applications/LANG-bins/LANG-6b,lang3,becnhmark/crashes/LANG/LANG-6b/LANG-6b.log,yes,6f,5,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-6b
10,lang,LANG-6b,6b,becnhmark/applications/LANG-bins/LANG-6b,lang3,becnhmark/crashes/LANG/LANG-6b/LANG-6b.log,yes,6f,5,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-6b
1,math,MATH-101b,101b,becnhmark/applications/MATH-bins/MATH-101b,math3,becnhmark/crashes/MATH/MATH-101b/MATH-101b.log,yes,101f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-101b
2,math,MATH-101b,101b,becnhmark/applications/MATH-bins/MATH-101b,math3,becnhmark/crashes/MATH/MATH-101b/MATH-101b.log,yes,101f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-101b
3,math,MATH-101b,101b,becnhmark/applications/MATH-bins/MATH-101b,math3,becnhmark/crashes/MATH/MATH-101b/MATH-101b.log,yes,101f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-101b
4,math,MATH-101b,101b,becnhmark/applications/MATH-bins/MATH-101b,math3,becnhmark/crashes/MATH/MATH-101b/MATH-101b.log,yes,101f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-101b
5,math,MATH-101b,101b,becnhmark/applications/MATH-bins/MATH-101b,math3,becnhmark/crashes/MATH/MATH-101b/MATH-101b.log,yes,101f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-101b
6,math,MATH-101b,101b,becnhmark/applications/MATH-bins/MATH-101b,math3,becnhmark/crashes/MATH/MATH-101b/MATH-101b.log,yes,101f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-101b
7,math,MATH-101b,101b,becnhmark/applications/MATH-bins/MATH-101b,math3,becnhmark/crashes/MATH/MATH-101b/MATH-101b.log,yes,101f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-101b
8,math,MATH-101b,101b,becnhmark/applications/MATH-bins/MATH-101b,math3,becnhmark/crashes/MATH/MATH-101b/MATH-101b.log,yes,101f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-101b
9,math,MATH-101b,101b,becnhmark/applications/MATH-bins/MATH-101b,math3,becnhmark/crashes/MATH/MATH-101b/MATH-101b.log,yes,101f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-101b
10,math,MATH-101b,101b,becnhmark/applications/MATH-bins/MATH-101b,math3,becnhmark/crashes/MATH/MATH-101b/MATH-101b.log,yes,101f,2,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-101b
1,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-3b
2,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-3b
3,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-3b
4,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-3b
5,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-3b
6,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-3b
7,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-3b
8,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-3b
9,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-3b
10,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-3b
1,elasticsearch,ES-25933,5.4.1,becnhmark/applications/ES-bins/ES-5.4.1,elasticsearch,becnhmark/crashes/ES/ES-25933/ES-25933.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-25933
2,elasticsearch,ES-25933,5.4.1,becnhmark/applications/ES-bins/ES-5.4.1,elasticsearch,becnhmark/crashes/ES/ES-25933/ES-25933.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-25933
3,elasticsearch,ES-25933,5.4.1,becnhmark/applications/ES-bins/ES-5.4.1,elasticsearch,becnhmark/crashes/ES/ES-25933/ES-25933.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-25933
4,elasticsearch,ES-25933,5.4.1,becnhmark/applications/ES-bins/ES-5.4.1,elasticsearch,becnhmark/crashes/ES/ES-25933/ES-25933.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-25933
5,elasticsearch,ES-25933,5.4.1,becnhmark/applications/ES-bins/ES-5.4.1,elasticsearch,becnhmark/crashes/ES/ES-25933/ES-25933.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-25933
6,elasticsearch,ES-25933,5.4.1,becnhmark/applications/ES-bins/ES-5.4.1,elasticsearch,becnhmark/crashes/ES/ES-25933/ES-25933.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-25933
7,elasticsearch,ES-25933,5.4.1,becnhmark/applications/ES-bins/ES-5.4.1,elasticsearch,becnhmark/crashes/ES/ES-25933/ES-25933.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-25933
8,elasticsearch,ES-25933,5.4.1,becnhmark/applications/ES-bins/ES-5.4.1,elasticsearch,becnhmark/crashes/ES/ES-25933/ES-25933.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-25933
9,elasticsearch,ES-25933,5.4.1,becnhmark/applications/ES-bins/ES-5.4.1,elasticsearch,becnhmark/crashes/ES/ES-25933/ES-25933.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-25933
10,elasticsearch,ES-25933,5.4.1,becnhmark/applications/ES-bins/ES-5.4.1,elasticsearch,becnhmark/crashes/ES/ES-25933/ES-25933.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-25933
1,elasticsearch,ES-24674,5.3.0,becnhmark/applications/ES-bins/ES-5.3.0,elasticsearch,becnhmark/crashes/ES/ES-24674/ES-24674.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-24674
2,elasticsearch,ES-24674,5.3.0,becnhmark/applications/ES-bins/ES-5.3.0,elasticsearch,becnhmark/crashes/ES/ES-24674/ES-24674.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-24674
3,elasticsearch,ES-24674,5.3.0,becnhmark/applications/ES-bins/ES-5.3.0,elasticsearch,becnhmark/crashes/ES/ES-24674/ES-24674.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-24674
4,elasticsearch,ES-24674,5.3.0,becnhmark/applications/ES-bins/ES-5.3.0,elasticsearch,becnhmark/crashes/ES/ES-24674/ES-24674.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-24674
5,elasticsearch,ES-24674,5.3.0,becnhmark/applications/ES-bins/ES-5.3.0,elasticsearch,becnhmark/crashes/ES/ES-24674/ES-24674.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-24674
6,elasticsearch,ES-24674,5.3.0,becnhmark/applications/ES-bins/ES-5.3.0,elasticsearch,becnhmark/crashes/ES/ES-24674/ES-24674.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-24674
7,elasticsearch,ES-24674,5.3.0,becnhmark/applications/ES-bins/ES-5.3.0,elasticsearch,becnhmark/crashes/ES/ES-24674/ES-24674.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-24674
8,elasticsearch,ES-24674,5.3.0,becnhmark/applications/ES-bins/ES-5.3.0,elasticsearch,becnhmark/crashes/ES/ES-24674/ES-24674.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-24674
9,elasticsearch,ES-24674,5.3.0,becnhmark/applications/ES-bins/ES-5.3.0,elasticsearch,becnhmark/crashes/ES/ES-24674/ES-24674.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-24674
10,elasticsearch,ES-24674,5.3.0,becnhmark/applications/ES-bins/ES-5.3.0,elasticsearch,becnhmark/crashes/ES/ES-24674/ES-24674.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-24674
1,elasticsearch,ES-22786,2.4.0,becnhmark/applications/ES-bins/ES-2.4.0,elasticsearch,becnhmark/crashes/ES/ES-22786/ES-22786.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-22786
2,elasticsearch,ES-22786,2.4.0,becnhmark/applications/ES-bins/ES-2.4.0,elasticsearch,becnhmark/crashes/ES/ES-22786/ES-22786.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-22786
3,elasticsearch,ES-22786,2.4.0,becnhmark/applications/ES-bins/ES-2.4.0,elasticsearch,becnhmark/crashes/ES/ES-22786/ES-22786.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-22786
4,elasticsearch,ES-22786,2.4.0,becnhmark/applications/ES-bins/ES-2.4.0,elasticsearch,becnhmark/crashes/ES/ES-22786/ES-22786.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-22786
5,elasticsearch,ES-22786,2.4.0,becnhmark/applications/ES-bins/ES-2.4.0,elasticsearch,becnhmark/crashes/ES/ES-22786/ES-22786.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-22786
6,elasticsearch,ES-22786,2.4.0,becnhmark/applications/ES-bins/ES-2.4.0,elasticsearch,becnhmark/crashes/ES/ES-22786/ES-22786.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-22786
7,elasticsearch,ES-22786,2.4.0,becnhmark/applications/ES-bins/ES-2.4.0,elasticsearch,becnhmark/crashes/ES/ES-22786/ES-22786.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-22786
8,elasticsearch,ES-22786,2.4.0,becnhmark/applications/ES-bins/ES-2.4.0,elasticsearch,becnhmark/crashes/ES/ES-22786/ES-22786.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-22786
9,elasticsearch,ES-22786,2.4.0,becnhmark/applications/ES-bins/ES-2.4.0,elasticsearch,becnhmark/crashes/ES/ES-22786/ES-22786.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-22786
10,elasticsearch,ES-22786,2.4.0,becnhmark/applications/ES-bins/ES-2.4.0,elasticsearch,becnhmark/crashes/ES/ES-22786/ES-22786.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-22786
1,elasticsearch,ES-23324,5.1.1,becnhmark/applications/ES-bins/ES-5.1.1,elasticsearch,becnhmark/crashes/ES/ES-23324/ES-23324.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-23324
2,elasticsearch,ES-23324,5.1.1,becnhmark/applications/ES-bins/ES-5.1.1,elasticsearch,becnhmark/crashes/ES/ES-23324/ES-23324.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-23324
3,elasticsearch,ES-23324,5.1.1,becnhmark/applications/ES-bins/ES-5.1.1,elasticsearch,becnhmark/crashes/ES/ES-23324/ES-23324.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-23324
4,elasticsearch,ES-23324,5.1.1,becnhmark/applications/ES-bins/ES-5.1.1,elasticsearch,becnhmark/crashes/ES/ES-23324/ES-23324.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-23324
5,elasticsearch,ES-23324,5.1.1,becnhmark/applications/ES-bins/ES-5.1.1,elasticsearch,becnhmark/crashes/ES/ES-23324/ES-23324.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-23324
6,elasticsearch,ES-23324,5.1.1,becnhmark/applications/ES-bins/ES-5.1.1,elasticsearch,becnhmark/crashes/ES/ES-23324/ES-23324.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-23324
7,elasticsearch,ES-23324,5.1.1,becnhmark/applications/ES-bins/ES-5.1.1,elasticsearch,becnhmark/crashes/ES/ES-23324/ES-23324.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-23324
8,elasticsearch,ES-23324,5.1.1,becnhmark/applications/ES-bins/ES-5.1.1,elasticsearch,becnhmark/crashes/ES/ES-23324/ES-23324.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-23324
9,elasticsearch,ES-23324,5.1.1,becnhmark/applications/ES-bins/ES-5.1.1,elasticsearch,becnhmark/crashes/ES/ES-23324/ES-23324.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-23324
10,elasticsearch,ES-23324,5.1.1,becnhmark/applications/ES-bins/ES-5.1.1,elasticsearch,becnhmark/crashes/ES/ES-23324/ES-23324.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-23324
1,elasticsearch,ES-22997,2.4.1,becnhmark/applications/ES-bins/ES-2.4.1,elasticsearch,becnhmark/crashes/ES/ES-22997/ES-22997.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/ES-22997
